Reference,Assay,Assay
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23543059,Positive,6
23748502,Positive,17
23748502,Positive,17
23748502,Positive,17
23748502,Positive,11
23748502,Positive,17
23748502,Positive,17
23748502,Positive,17
23748502,Positive,17
23748502,Positive,9
23748502,Positive,8
23748502,Positive,17
23748502,Positive,17
23748502,Positive,9
23748502,Positive,9
23748502,Positive,17
23748502,Positive,17
23748502,Positive,17
23748502,Positive,9
23748502,Positive,8
23748502,Positive,8
23748502,Positive,17
16388312,Positive,3
16388312,Positive,3
16388312,Positive,3
16388312,Positive,3
16388312,Positive,3
16388312,Positive,3
16388312,Positive,3
16388312,Positive,3
16388312,Positive,3
16388312,Positive,3
16388312,Positive,3
16388312,Positive,3
16388312,Positive,3
16388312,Positive,3
16388312,Positive,3
16388312,Positive,3
16388312,Positive,3
16388312,Positive,8
16388312,Positive,10
16388312,Positive,8
16388312,Positive,10
16388312,Positive,8
16388312,Positive,10
16388312,Positive,8
16388312,Positive,10
16388312,Positive,8
16388312,Positive,10
16388312,Positive,8
16388312,Positive,10
16388312,Positive,8
16388312,Positive,10
16388312,Positive,8
16388312,Positive,10
16388312,Positive,2
16388312,Positive,1
16388312,Positive,1
16388312,Positive,
16388312,Positive,
16388312,Positive,
16081817,Positive,10
16081817,Positive,9
16418800,Positive,
16418800,Positive,
16418800,Positive,
11717409,Positive,5
11717409,Positive,
11717409,Positive,
11717409,Positive,1
,Positive,
,Positive,
,Positive,
,Positive,
,Positive,
,Positive,
23543059,Positive,6
23880363,Positive,
23880363,Positive,
23880363,Positive,
22723550,Positive,
22723550,Positive,
22723550,Positive,
22723550,Positive,
22723550,Positive,
23908113,Positive,
23908113,Positive,
23908113,Positive,
23908113,Positive,
23908113,Positive,
23908113,Positive,
23908113,Positive,
23908113,Positive,
23908113,Positive,
23908113,Positive,
24010700,Positive,
24010700,Positive,
24010700,Positive,
24010700,Positive,
23857231,Positive,
23857231,Positive,
23857231,Positive,
23857231,Positive,
23857231,Positive,
23857231,Positive,
23857231,Positive,
23857231,Positive,
23857231,Positive,
23857231,Positive,
23857231,Positive,
23857231,Positive,
23857231,Positive,
23857231,Positive,
23994889,Positive,4
23911395,Positive,5
23911395,Positive,5
23911395,Positive,5
23911395,Positive,
23911395,Positive,
23911395,Positive,
23555576,Positive,6
23555576,Positive,5
23555576,Positive,5
23555576,Positive,6
23555576,Positive,4
23555576,Positive,4
23555576,Positive,11
23555576,Positive,4
23555576,Positive,4
23555576,Positive,6
23555576,Positive,5
23555576,Positive,2
23555576,Positive,3
23555576,Positive,6
23555576,Positive,11
23555576,Positive,4
23555576,Positive,7
23555576,Positive,4
23555576,Positive,2
23555576,Positive,3
23555576,Positive,3
23555576,Positive,7
23555576,Positive,6
23555576,Positive,4
23555576,Positive,4
23555576,Positive,3
23555576,Positive,7
23555576,Positive,7
23555576,Positive,8
23555576,Positive,2
23555576,Positive,3
23555576,Positive,3
23555576,Positive,3
23555576,Positive,4
23555576,Positive,5
23555576,Positive,5
23555576,Positive,5
23555576,Positive,4
23555576,Positive,7
23555576,Positive,7
23555576,Positive,4
23555576,Positive,4
23555576,Positive,2
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
19412183,Positive,3
23910932,Positive,
23910932,Positive,
23555576,Positive,4
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
24058176,Positive,20
24058176,Positive,20
24058176,Positive,20
24058176,Positive,20
24058176,Positive,20
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
23280567,Positive,
24058176,Positive,
24058176,Positive,
24058176,Positive,
24058176,Positive,
24058176,Positive,
24058176,Positive,
24058176,Positive,
24058176,Positive,
24058176,Positive,
24058176,Positive,
24058176,Positive,
24058176,Positive,
24058176,Positive,
24058176,Positive,
24058176,Positive,
24058176,Positive,
24058176,Positive,
24058176,Positive,
24058176,Positive,
24058176,Positive,
24058176,Positive,
24058176,Positive,
24058176,Positive,
24058176,Positive,
15597326,Positive,1
15597326,Positive,1
15597326,Positive,1
15597326,Positive,1
15597326,Positive,1
23681926,Positive,
23681926,Positive,
23681926,Positive,
23681926,Positive,11
23681926,Positive,7
24130917,Positive,2
24130917,Positive,
24130917,Positive,
24130917,Positive,
24101547,Positive,
24101547,Positive,
24101547,Positive,
24101547,Positive,
24101547,Positive,
24101547,Positive,10
24101547,Positive,10
24101547,Positive,10
24101547,Positive,10
24101547,Positive,10
24101547,Positive,10
24101547,Positive,
24101547,Positive,
24101547,Positive,
24101547,Positive,
24101547,Positive,
24101547,Positive,
24101547,Positive,
24101547,Positive,10
24101547,Positive,10
24101547,Positive,10
24101547,Positive,10
24101547,Positive,10
24101547,Positive,10
24101547,Positive,10
24101547,Positive,10
24101547,Positive,10
24101547,Positive,10
24101547,Positive,
24101547,Positive,
24101547,Positive,
24101547,Positive,
24101547,Positive,
24101547,Positive,
24101547,Positive,
24101547,Positive,
24101547,Positive,
24101547,Positive,
16537621,Positive,6
16537621,Positive,6
16537621,Positive,6
16537621,Positive,6
16537621,Positive,6
16537621,Positive,6
16537621,Positive,6
16537621,Positive,6
16537621,Positive,5
16537621,Positive,5
16537621,Positive,5
16537621,Positive,5
16537621,Positive,5
16537621,Positive,5
16537621,Positive,5
16537621,Positive,5
16537621,Positive,2
16537621,Positive,2
16537621,Positive,3
16537621,Positive,3
15235393,Positive,
15235393,Positive,
15235393,Positive,
15235393,Positive,
15235393,Positive,
15235393,Positive,
23997182,Positive,
23997182,Positive,
23997182,Positive,
23997182,Positive,5
24073713,Positive,3
24073713,Positive,1
24073713,Positive,3
24073713,Positive,1
24073713,Positive,1
24073713,Positive,
24073713,Positive,
24192765,Positive,
24192765,Positive,
24192765,Positive,
24192765,Positive,
24192765,Positive,
24192765,Positive,
24192765,Positive,
24192765,Positive,
24192765,Positive,
24192765,Positive,
24192765,Positive,
24192765,Positive,
24192765,Positive,
24192765,Positive,
24192765,Positive,
24192765,Positive,
24192765,Positive,
24192765,Positive,
24240815,Positive,
24240815,Positive,
24240815,Positive,
14525597,Positive,4
14525597,Positive,4
14525597,Positive,4
14525597,Positive,4
14525597,Positive,4
14525597,Positive,4
14525597,Positive,3
14525597,Positive,3
14525597,Positive,3
14525597,Positive,1
14525597,Positive,1
14525597,Positive,1
14525597,Positive,2
14525597,Positive,2
14525597,Positive,2
19321758,Positive,22
19321758,Positive,22
19321758,Positive,22
19321758,Positive,22
19321758,Positive,22
19321758,Positive,22
19321758,Positive,2
23636061,Positive,
23636061,Positive,
23636061,Positive,
23636061,Positive,
24349220,Positive,2
24349220,Positive,2
24349220,Positive,2
24349220,Positive,1
24349220,Positive,2
24349220,Positive,2
24349220,Positive,2
24349220,Positive,1
23978718,Positive,2
24196962,Positive,
24196962,Positive,
24196962,Positive,
24196962,Positive,
24196962,Positive,
24196962,Positive,
23978718,Positive,
23978718,Positive,
23978718,Positive,6
24349220,Positive,2
20375220,Positive,5
20375220,Positive,5
20375220,Positive,1
20375220,Positive,1
20375220,Positive,5
20375220,Positive,
20375220,Positive,
20375220,Positive,
24146041,Positive,13
24146041,Positive,13
24146041,Positive,13
24146041,Positive,13
24146041,Positive,13
24146041,Positive,6
24146041,Positive,13
24146041,Positive,13
24146041,Positive,13
24146041,Positive,5
24146041,Positive,13
24146041,Positive,6
24146041,Positive,13
24146041,Positive,6
24146041,Positive,13
24146041,Positive,5
24146041,Positive,13
24146041,Positive,13
24146041,Positive,13
24146041,Positive,13
24146041,Positive,5
24146041,Positive,13
24146041,Positive,6
24146041,Positive,
24146041,Positive,
24146041,Positive,
24146041,Positive,
24146041,Positive,
20548953,Positive,2
20548953,Positive,2
20548953,Positive,2
20548953,Positive,1
20548953,Positive,1
20548953,Positive,1
20548953,Positive,2
23475216,Positive,11
23475216,Positive,7
23475216,Positive,
23475216,Positive,
20548953,Positive,2
22544926,Positive,
20548953,Positive,1
23941420,Positive,
23941420,Positive,
23941420,Positive,
23941420,Positive,
23941420,Positive,
23941420,Positive,
23941420,Positive,
23941420,Positive,
23941420,Positive,
24168370,Positive,3
24168370,Positive,1
23939944,Positive,
23939944,Positive,
23939944,Positive,
24257602,Positive,4
24257602,Positive,4
24257602,Positive,4
24257602,Positive,4
24257602,Positive,4
24257602,Positive,4
24257602,Positive,5
23963968,Positive,10
23963968,Positive,10
23963968,Positive,9
23963968,Positive,9
23963968,Positive,9
23963968,Positive,10
23963968,Positive,5
23963968,Positive,3
23963968,Positive,
23963968,Positive,
23963968,Positive,
23963968,Positive,
23963968,Positive,
23963968,Positive,
23963968,Positive,
23963968,Positive,
23963968,Positive,
23963968,Positive,
23963968,Positive,
23963968,Positive,
23963968,Positive,
23963968,Positive,
23475216,Positive,4
23475216,Positive,14
23475216,Positive,
23475216,Positive,
23475216,Positive,
23475216,Positive,
24395804,Positive,8
24395804,Positive,9
24395804,Positive,4
24395804,Positive,3
24395804,Positive,3
24395804,Positive,5
24395804,Positive,8
24395804,Positive,9
24395804,Positive,4
24395804,Positive,3
24395804,Positive,3
24395804,Positive,5
24395804,Positive,
24395804,Positive,
24395804,Positive,
24395804,Positive,
24395804,Positive,
24395804,Positive,
24395804,Positive,
24395804,Positive,
24395804,Positive,
24395804,Positive,
24395804,Positive,
24395804,Positive,
24395804,Positive,
24395804,Positive,
24395804,Positive,
24395804,Positive,
24395804,Positive,
24395804,Positive,
24395804,Positive,
24509977,Positive,5
24509977,Positive,
24509977,Positive,6
24509977,Positive,6
24509977,Positive,6
24509977,Positive,6
24509977,Positive,4
24509977,Positive,5
24509977,Positive,4
24509977,Positive,5
24509977,Positive,5
24509977,Positive,5
24509977,Positive,2
24509977,Positive,2
24509977,Positive,2
24509977,Positive,2
24509977,Positive,
24509977,Positive,
24509977,Positive,
24309405,Positive,
24309405,Positive,
24309405,Positive,
21900169,Positive,2
21900169,Positive,1
21900169,Positive,1
21900169,Positive,1
21900169,Positive,1
21900169,Positive,1
21900169,Positive,1
21900169,Positive,1
21900169,Positive,2
21900169,Positive,1
21900169,Positive,1
21900169,Positive,1
21900169,Positive,1
21900169,Positive,1
24395804,Positive,7
24395804,Positive,
24395804,Positive,7
24395804,Positive,
12805061,Positive,
12805061,Positive,
12805061,Positive,
12805061,Positive,
12805061,Positive,
12805061,Positive,
19837003,Positive,31
19837003,Positive,31
24389072,Positive,2
24389072,Positive,
24389072,Positive,
24389072,Positive,
24389072,Positive,
24315637,Positive,7
24315637,Positive,7
24315637,Positive,7
16849515,Positive,
,Positive,8
,Positive,14
,Positive,42
,Positive,42
,Positive,22
,Positive,8
,Positive,8
,Positive,8
,Positive,8
,Positive,50
,Positive,50
,Positive,42
,Positive,8
,Positive,28
,Positive,8
,Positive,14
,Positive,12
,Positive,12
,Positive,50
,Positive,8
,Positive,6
,Positive,8
,Positive,8
,Positive,8
,Positive,42
,Positive,42
,Positive,42
,Positive,6
,Positive,6
,Positive,6
,Positive,6
,Positive,42
,Positive,8
,Positive,8
,Positive,8
,Positive,42
,Positive,6
,Positive,42
,Positive,42
,Positive,42
,Positive,42
,Positive,42
,Positive,22
,Positive,42
,Positive,42
,Positive,42
,Positive,42
,Positive,42
,Positive,39
,Positive,39
,Positive,39
,Positive,39
,Positive,14
,Positive,8
,Positive,8
,Positive,8
,Positive,42
,Positive,8
,Positive,42
,Positive,28
,Positive,14
,Positive,8
,Positive,50
,Positive,42
,Positive,42
,Positive,42
,Positive,42
,Positive,8
,Positive,42
,Positive,42
,Positive,42
,Positive,8
,Positive,39
,Positive,8
,Positive,8
,Positive,8
,Positive,8
,Positive,8
,Positive,5
,Positive,8
,Positive,8
,Positive,8
,Positive,8
,Positive,8
,Positive,8
,Positive,8
,Positive,42
,Positive,42
,Positive,42
,Positive,8
,Positive,8
,Positive,15
,Positive,15
,Positive,42
,Positive,42
,Positive,42
,Positive,22
,Positive,42
,Positive,15
,Positive,15
,Positive,15
,Positive,8
,Positive,8
,Positive,4
,Positive,8
,Positive,8
,Positive,8
,Positive,8
,Positive,42
,Positive,8
,Positive,8
,Positive,42
,Positive,12
,Positive,14
,Positive,8
,Positive,39
,Positive,8
,Positive,8
,Positive,8
,Positive,42
,Positive,8
,Positive,22
,Positive,42
,Positive,8
,Positive,50
,Positive,42
,Positive,8
,Positive,8
,Positive,8
,Positive,42
,Positive,42
,Positive,8
,Positive,22
,Positive,8
,Positive,8
,Positive,8
,Positive,8
,Positive,42
,Positive,42
,Positive,42
,Positive,42
,Positive,42
,Positive,42
,Positive,42
,Positive,42
,Positive,42
,Positive,8
,Positive,8
,Positive,8
,Positive,8
,Positive,8
,Positive,42
,Positive,50
,Positive,50
,Positive,42
,Positive,42
,Positive,42
,Positive,42
,Positive,42
,Positive,42
,Positive,42
,Positive,8
,Positive,50
,Positive,8
,Positive,22
,Positive,42
,Positive,8
,Positive,42
,Positive,8
,Positive,42
,Positive,8
,Positive,42
,Positive,8
,Positive,42
,Positive,42
,Positive,42
,Positive,22
,Positive,42
,Positive,8
,Positive,42
,Positive,42
,Positive,42
,Positive,42
,Positive,8
,Positive,42
,Positive,42
,Positive,42
,Positive,42
,Positive,8
,Positive,8
,Positive,8
,Positive,42
,Positive,42
,Positive,15
,Positive,50
,Positive,22
,Positive,42
,Positive,15
,Positive,15
,Positive,8
,Positive,8
,Positive,6
,Positive,6
,Positive,8
,Positive,14
,Positive,8
,Positive,8
,Positive,8
,Positive,8
,Positive,39
,Positive,39
,Positive,6
,Positive,22
,Positive,8
,Positive,8
,Positive,8
,Positive,8
,Positive,15
,Positive,42
,Positive,8
,Positive,42
,Positive,42
,Positive,15
,Positive,15
,Positive,22
,Positive,8
,Positive,8
,Positive,18
,Positive,28
,Positive,18
,Positive,50
,Positive,50
,Positive,8
,Positive,42
,Positive,8
,Positive,42
,Positive,15
,Positive,42
,Positive,8
,Positive,8
,Positive,15
,Positive,42
,Positive,8
,Positive,50
,Positive,42
,Positive,39
,Positive,8
,Positive,42
,Positive,42
,Positive,8
,Positive,15
,Positive,42
,Positive,3
,Positive,15
,Positive,42
,Positive,3
,Positive,15
,Positive,42
,Positive,3
,Positive,42
,Positive,42
,Positive,8
,Positive,42
,Positive,42
,Positive,42
,Positive,15
,Positive,42
,Positive,15
,Positive,42
,Positive,8
,Positive,8
,Positive,50
,Positive,50
,Positive,42
,Positive,8
,Positive,42
,Positive,8
,Positive,39
,Positive,39
,Positive,12
,Positive,8
,Positive,8
,Positive,22
,Positive,8
,Positive,42
,Positive,50
,Positive,42
,Positive,42
,Positive,42
,Positive,42
,Positive,15
,Positive,8
,Positive,42
,Positive,14
,Positive,42
,Positive,8
,Positive,8
,Positive,8
,Positive,8
,Positive,42
,Positive,14
,Positive,39
,Positive,42
,Positive,42
,Positive,15
,Positive,42
,Positive,42
,Positive,7
,Positive,6
,Positive,50
,Positive,42
,Positive,42
,Positive,50
,Positive,50
24657340,Positive,
24657340,Positive,
24657340,Positive,
24657340,Positive,
24657340,Positive,
20566715,Positive,
20566715,Positive,
20566715,Positive,
20566715,Positive,
20566715,Positive,
20566715,Positive,
20566715,Positive,
20566715,Positive,
20566715,Positive,
20566715,Positive,
20566715,Positive,
20566715,Positive,
20566715,Positive,
20566715,Positive,
17660502,Positive,
17660502,Positive,
17660502,Positive,
17660502,Positive,
17660502,Positive,
17660502,Positive,
17660502,Positive,
17660502,Positive,
24709642,Positive,
24709642,Positive,
24709642,Positive,
24709642,Positive,
24714562,Positive,1
24714562,Positive,1
24714562,Positive,1
24714562,Positive,1
19837003,Positive,31
19837003,Positive,31
19837003,Positive,13
19837003,Positive,31
19837003,Positive,13
19837003,Positive,31
19837003,Positive,6
19837003,Positive,6
24733843,Positive,8
24733843,Positive,14
24733843,Positive,4
24733843,Positive,4
24733843,Positive,4
24733843,Positive,4
24733843,Positive,4
24733843,Positive,4
24733843,Positive,4
24733843,Positive,4
24733843,Positive,1
24733843,Positive,1
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,4
24755960,Positive,2
24755960,Positive,2
24755960,Positive,2
24755960,Positive,2
24755960,Positive,2
24755960,Positive,2
24755960,Positive,2
24755960,Positive,2
24721533,Positive,
24721533,Positive,
24721533,Positive,
24721533,Positive,
24721533,Positive,
24721533,Positive,
24721533,Positive,
24721533,Positive,
24721533,Positive,
24721533,Positive,
24721533,Positive,
24721533,Positive,
24721533,Positive,
24721533,Positive,
24721533,Positive,
24721533,Positive,
24721533,Positive,
24721533,Positive,
24721533,Positive,
24733843,Positive,1
24755960,Positive,2
24659387,Positive,
24659387,Positive,
24582729,Positive,4
24582729,Positive,4
24582729,Positive,4
24582729,Positive,4
24582729,Positive,4
24582729,Positive,4
24582729,Positive,10
24582729,Positive,10
24582729,Positive,10
24582729,Positive,10
24582729,Positive,10
24582729,Positive,10
24582729,Positive,10
24582729,Positive,10
24600035,Positive,
24600035,Positive,7
24563253,Positive,
24563253,Positive,
24563253,Positive,
24813999,Positive,5
24813999,Positive,5
24813999,Positive,5
24813999,Positive,5
24813999,Positive,5
24813999,Positive,
24813999,Positive,
24813999,Positive,
24813999,Positive,
24813999,Positive,
24813999,Positive,
24813999,Positive,
24813999,Positive,
24813999,Positive,
24813999,Positive,
24675761,Positive,21
24675761,Positive,21
24675761,Positive,21
24675761,Positive,
24675761,Positive,
24675761,Positive,
24675761,Positive,
24675761,Positive,11
24675761,Positive,9
24675761,Positive,9
24675761,Positive,1
24675761,Positive,1
24675761,Positive,10
24675761,Positive,10
24886641,Positive,46
24886641,Positive,46
24886641,Positive,46
24886641,Positive,
24759101,Positive,
24759101,Positive,
24759101,Positive,
24759101,Positive,
24759101,Positive,
24759101,Positive,
24759101,Positive,
24759101,Positive,
24759101,Positive,
24759101,Positive,
24759101,Positive,
24759101,Positive,
24759101,Positive,
24759101,Positive,
24759101,Positive,
24759101,Positive,
24971174,Positive,
24971174,Positive,
24971174,Positive,
24971174,Positive,
24971174,Positive,
24971174,Positive,
24971174,Positive,
24694533,Positive,
24694533,Positive,
24694533,Positive,
24694533,Positive,
24704672,Positive,
24760079,Positive,
24760079,Positive,
24760079,Positive,1
24760079,Positive,2
24760079,Positive,6
24760079,Positive,6
24760079,Positive,4
24760079,Positive,4
24760079,Positive,6
24760079,Positive,1
24760079,Positive,5
24760079,Positive,9
24760079,Positive,5
24760079,Positive,4
24760079,Positive,2
24760079,Positive,2
24760079,Positive,1
24911151,Positive,
24990997,Positive,8
24990997,Positive,8
24990997,Positive,8
24990997,Positive,8
24990997,Positive,8
24866241,Positive,
24816171,Positive,
24816171,Positive,
24816171,Positive,
24816171,Positive,
24816171,Positive,
24816171,Positive,
18600178,Positive,5
18600178,Positive,4
17609424,Positive,
17609424,Positive,
17609424,Positive,
17609424,Positive,
17549258,Positive,20
25108651,Positive,
25108651,Positive,
25108651,Positive,
25108651,Positive,
25108651,Positive,
25108651,Positive,
25108651,Positive,
24816171,Positive,
24816171,Positive,
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
,Positive,4
19154412,Positive,1
19154412,Positive,2
19154412,Positive,1
19154412,Positive,2
,Positive,4
,Positive,4
24550723,Positive,
24550723,Positive,
24550723,Positive,
24550723,Positive,
24550723,Positive,
25141788,Positive,
25141788,Positive,
25141788,Positive,
25141788,Positive,
25141788,Positive,
25141788,Positive,
25141788,Positive,
25141788,Positive,
25141788,Positive,
25141788,Positive,
25141788,Positive,
25141788,Positive,
25141788,Positive,
25141788,Positive,
25141788,Positive,
25141788,Positive,
25141788,Positive,
25141788,Positive,
25141788,Positive,
21795600,Positive,
21795600,Positive,
21795600,Positive,
21795600,Positive,
21795600,Positive,
21795600,Positive,
21795600,Positive,
21795600,Positive,
25008925,Positive,7
25008925,Positive,7
25008925,Positive,7
25008925,Positive,7
25008925,Positive,7
25008925,Positive,7
25008925,Positive,7
25008925,Positive,7
25008925,Positive,11
25008925,Positive,7
25008925,Positive,11
25008925,Positive,1
25008925,Positive,1
25008925,Positive,1
25008925,Positive,1
25008925,Positive,1
25008925,Positive,1
25008925,Positive,1
25008925,Positive,1
25008925,Positive,7
25008925,Positive,11
25008925,Positive,11
25008925,Positive,11
25008925,Positive,11
25008925,Positive,11
25008925,Positive,7
25008925,Positive,7
25008925,Positive,7
25008925,Positive,7
25211344,Positive,2
25211344,Positive,2
25211344,Positive,1
25211344,Positive,2
25211344,Positive,2
21460204,Positive,
21460204,Positive,
21460204,Positive,
21460204,Positive,
21460204,Positive,
21460204,Positive,
21460204,Positive,
21460204,Positive,
25008925,Positive,7
22508927,Positive,33
22508927,Positive,33
25008925,Positive,7
25008925,Positive,7
25008925,Positive,7
25051027,Positive,
25051027,Positive,
25124688,Positive,7
25124688,Positive,2
25124688,Positive,7
25124688,Positive,2
25124688,Positive,6
25043392,Positive,
25043392,Positive,
25043392,Positive,
25043392,Positive,
25043392,Positive,
25043392,Positive,
25043392,Positive,
11886495,Positive,6
11886495,Positive,6
11886495,Positive,6
11886495,Positive,6
22508927,Positive,2
22508927,Positive,2
22508927,Positive,2
22508927,Positive,2
22508927,Positive,12
11886495,Positive,6
25311806,Positive,
25311806,Positive,
25311806,Positive,
25311806,Positive,
25311806,Positive,
25311806,Positive,
25311806,Positive,
25311806,Positive,
25311806,Positive,
25311806,Positive,
25311806,Positive,
25311806,Positive,
25311806,Positive,
25311806,Positive,
25311806,Positive,2
25311806,Positive,2
25311806,Positive,2
25311806,Positive,2
25311806,Positive,2
25355921,Positive,
25378645,Positive,9
25378645,Positive,2
25378645,Positive,9
25378645,Positive,
25378645,Positive,
25378645,Positive,
25378645,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
25355921,Positive,
22737070,Positive,
22737070,Positive,
22737070,Positive,
22737070,Positive,
22737070,Positive,
22737070,Positive,
22737070,Positive,
22737070,Positive,
22737070,Positive,
22737070,Positive,
22737070,Positive,
22737070,Positive,
22737070,Positive,
22737070,Positive,
22737070,Positive,
22737070,Positive,
22737070,Positive,
22737070,Positive,
22737070,Positive,
22737070,Positive,
22737070,Positive,
21918184,Positive,7
21918184,Positive,7
21918184,Positive,5
21918184,Positive,5
21918184,Positive,7
21918184,Positive,7
21918184,Positive,5
21918184,Positive,7
21918184,Positive,7
21918184,Positive,5
21918184,Positive,7
21918184,Positive,5
21918184,Positive,7
21918184,Positive,5
21918184,Positive,5
21918184,Positive,5
21918184,Positive,5
21918184,Positive,7
21918184,Positive,5
21918184,Positive,5
21918184,Positive,5
21918184,Positive,5
21918184,Positive,5
21918184,Positive,5
21918184,Positive,5
21918184,Positive,7
21918184,Positive,5
21918184,Positive,5
21918184,Positive,5
25227910,Positive,
25227910,Positive,
25227910,Positive,
25227910,Positive,
25227910,Positive,
25227910,Positive,
25227910,Positive,
25227910,Positive,
25227910,Positive,
25471691,Positive,
25471691,Positive,
25471691,Positive,
25470744,Positive,5
25470744,Positive,5
25470744,Positive,5
25470744,Positive,5
25470744,Positive,5
25452463,Positive,
24498204,Positive,
25452463,Positive,
25320295,Positive,17
25320295,Positive,15
25320295,Positive,
25112375,Positive,
25112375,Positive,
25112375,Positive,
25112375,Positive,
25112375,Positive,
25112375,Positive,
25548167,Positive,12
25548167,Positive,12
25548167,Positive,12
25548167,Positive,12
25548167,Positive,12
25548167,Positive,12
25112375,Positive,
25112375,Positive,
25112375,Positive,
25112375,Positive,
25112375,Positive,
25112375,Positive,
25112375,Positive,
25112375,Positive,
25548167,Positive,30
25548167,Positive,30
25548167,Positive,30
25548167,Positive,30
25548167,Positive,30
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
