Reference,Assay,Assay
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
25320311,Positive,
12771180,Positive,
12771180,Positive,
12771180,Positive,
25263407,Positive,2
25263407,Positive,3
25263407,Positive,5
25263407,Positive,2
25263407,Positive,3
25263407,Positive,4
25263407,Positive,
25263407,Positive,
25263407,Positive,
25263407,Positive,
25263407,Positive,
25263407,Positive,
25263407,Positive,
25263407,Positive,
25263407,Positive,
25263407,Positive,
25263407,Positive,
25263407,Positive,
25263407,Positive,
25263407,Positive,
25263407,Positive,
25263407,Positive,
25263407,Positive,
25263407,Positive,
25263407,Positive,
25263407,Positive,
25207820,Positive,5
12771180,Positive,
12771180,Positive,
12771180,Positive,
25505266,Positive,
25505266,Positive,
25505266,Positive,
25505266,Positive,
12771180,Positive,
25392532,Positive,
25392532,Positive,
25392532,Positive,
25392532,Positive,
25392532,Positive,
25392532,Positive,
25392532,Positive,
25392532,Positive,
25392532,Positive,
25392532,Positive,
25392532,Positive,
25392532,Positive,
25392532,Positive,
25392532,Positive,
25392532,Positive,
25392532,Positive,
25392532,Positive,
24642562,Positive,
25289687,Positive,
25289687,Positive,
25289687,Positive,
25289687,Positive,
25289687,Positive,
25289687,Positive,
25289687,Positive,
25289687,Positive,
25289687,Positive,
19617574,Positive,
19617574,Positive,
19617574,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
25658615,Positive,
23740900,Positive,
24642562,Positive,
25249579,Positive,27
25249579,Positive,25
25302633,Positive,
25302633,Positive,
25302633,Positive,
25314332,Positive,
25314332,Positive,
25314332,Positive,
25314332,Positive,
28386132,Positive,28
28386132,Positive,80
28386132,Positive,37
28386132,Positive,90
28386132,Positive,26
28386132,Positive,18
28386132,Positive,48
28386132,Positive,3
28386132,Positive,20
28386132,Positive,11
28386132,Positive,11
28386132,Positive,21
28386132,Positive,3
28386132,Positive,15
28386132,Positive,2
28386132,Positive,2
28386132,Positive,11
28386132,Positive,10
28386132,Positive,7
28386132,Positive,6
28386132,Positive,79
28386132,Positive,32
28386132,Positive,28
28386132,Positive,7
28386132,Positive,31
28386132,Positive,83
28386132,Positive,75
28386132,Positive,91
28386132,Positive,15
28386132,Positive,24
28386132,Positive,6
28386132,Positive,2
28386132,Positive,2
28386132,Positive,3
28386132,Positive,32
28386132,Positive,13
28386132,Positive,31
28386132,Positive,38
28386132,Positive,23
28386132,Positive,6
28386132,Positive,88
28386132,Positive,5
28386132,Positive,86
28386132,Positive,1
28386132,Positive,8
28386132,Positive,8
28386132,Positive,5
28386132,Positive,33
28386132,Positive,15
28386132,Positive,28
28386132,Positive,3
28386132,Positive,47
28386132,Positive,19
28386132,Positive,15
28386132,Positive,3
28386132,Positive,26
28386132,Positive,47
28386132,Positive,94
28386132,Positive,22
28386132,Positive,3
28386132,Positive,25
28386132,Positive,6
28386132,Positive,3
28386132,Positive,46
28386132,Positive,14
28386132,Positive,3
28386132,Positive,30
28386132,Positive,7
28386132,Positive,17
28386132,Positive,15
28386132,Positive,39
28386132,Positive,40
28386132,Positive,41
28386132,Positive,42
28386132,Positive,6
28386132,Positive,38
28386132,Positive,38
28386132,Positive,4
28386132,Positive,7
28386132,Positive,12
28386132,Positive,27
28386132,Positive,4
28386132,Positive,36
28386132,Positive,34
28386132,Positive,19
28386132,Positive,18
28386132,Positive,15
28386132,Positive,3
28386132,Positive,29
28386132,Positive,7
28386132,Positive,3
28386132,Positive,90
28386132,Positive,90
28386132,Positive,38
28386132,Positive,38
28386132,Positive,39
28386132,Positive,1
28386132,Positive,5
28386132,Positive,27
28386132,Positive,23
28386132,Positive,23
28386132,Positive,34
28386132,Positive,12
28386132,Positive,22
28386132,Positive,27
28386132,Positive,19
28386132,Positive,7
28386132,Positive,3
28386132,Positive,81
28386132,Positive,35
28386132,Positive,28
28386132,Positive,33
28386132,Positive,28
28386132,Positive,33
28386132,Positive,9
28386132,Positive,29
28386132,Positive,9
28386132,Positive,22
28386132,Positive,28
28386132,Positive,7
28386132,Positive,5
28386132,Positive,47
28386132,Positive,9
28386132,Positive,48
28386132,Positive,10
28386132,Positive,20
25674793,Positive,
25674793,Positive,
25674793,Positive,
25470744,Positive,
25470744,Positive,
25470744,Positive,
25470744,Positive,
25470744,Positive,
25470744,Positive,
23890271,Positive,15
23890271,Positive,15
23890271,Positive,15
23890271,Positive,15
23890271,Positive,6
23890271,Positive,12
23890271,Positive,
23890271,Positive,
23890271,Positive,
23890271,Positive,
23890271,Positive,
23890271,Positive,
23890271,Positive,
23890271,Positive,
23890271,Positive,
23890271,Positive,
23890271,Positive,
23890271,Positive,
23890271,Positive,
23890271,Positive,
23890271,Positive,
23890271,Positive,
23890271,Positive,
23890271,Positive,
23890271,Positive,
23890271,Positive,
21908874,Positive,
21908874,Positive,
25809751,Positive,2
25809751,Positive,2
25809751,Positive,2
25809751,Positive,2
25809751,Positive,2
25809751,Positive,2
25809751,Positive,2
25809751,Positive,2
25809751,Positive,2
25809751,Positive,2
25809751,Positive,2
25809751,Positive,2
25809751,Positive,2
25809751,Positive,2
25809751,Positive,2
25809751,Positive,2
25809751,Positive,2
25809751,Positive,2
25809751,Positive,2
25809751,Positive,2
25809751,Positive,2
25809751,Positive,2
25809751,Positive,2
25809751,Positive,2
25809751,Positive,1
25809751,Positive,1
25809751,Positive,1
25809751,Positive,1
25809751,Positive,1
25809751,Positive,1
25809751,Positive,3
25809751,Positive,2
25809751,Positive,1
25809751,Positive,2
25809751,Positive,2
25809751,Positive,2
25799237,Positive,
25470744,Positive,
25470744,Positive,2
25470744,Positive,2
25348595,Positive,
25348595,Positive,
25348595,Positive,
25348595,Positive,
25646416,Positive,
25646416,Positive,10
25646416,Positive,10
25646416,Positive,10
25717102,Positive,
25717102,Positive,
25717102,Positive,
25717102,Positive,
25717102,Positive,
25717102,Positive,
25717102,Positive,
25717102,Positive,
25717102,Positive,
25717102,Positive,
25717102,Positive,
25717102,Positive,
25717102,Positive,
25717102,Positive,
25816096,Positive,11
25816096,Positive,9
25816096,Positive,9
25816096,Positive,11
25816096,Positive,11
25816096,Positive,14
25816096,Positive,14
25816096,Positive,14
25816096,Positive,14
25816096,Positive,14
25816096,Positive,14
25816096,Positive,14
25816096,Positive,11
25816096,Positive,
25816096,Positive,
25631937,Positive,5
25631937,Positive,5
25631937,Positive,5
25631937,Positive,5
25631937,Positive,
25605460,Positive,
25605460,Positive,
25605460,Positive,
25808313,Positive,
25808313,Positive,
25808313,Positive,
25808313,Positive,
25808313,Positive,
25808313,Positive,
25808313,Positive,
25855358,Positive,4
25855358,Positive,4
25855358,Positive,3
25855358,Positive,3
25855358,Positive,3
25612920,Positive,1
25612920,Positive,1
25612920,Positive,1
25612920,Positive,2
25612920,Positive,2
25612920,Positive,2
25612920,Positive,2
25740982,Positive,
25740982,Positive,
25740982,Positive,
25740982,Positive,
25740982,Positive,
25740982,Positive,
25740982,Positive,
25740982,Positive,
25740982,Positive,
25740982,Positive,
25740982,Positive,
25740982,Positive,
25740982,Positive,
25728493,Positive,5
25728493,Positive,5
25728493,Positive,9
25728493,Positive,8
25682073,Positive,10
25682073,Positive,90
25682073,Positive,10
25682073,Positive,90
25682073,Positive,10
25682073,Positive,10
25682073,Positive,10
25925682,Positive,
25925682,Positive,
25925682,Positive,
25925682,Positive,
25925682,Positive,
25925682,Positive,
25925682,Positive,
25925682,Positive,
25925682,Positive,
25925682,Positive,
25925682,Positive,
25925682,Positive,
25925682,Positive,
25925682,Positive,
25925682,Positive,
25777343,Positive,
25777343,Positive,
25777343,Positive,
25777343,Positive,
25777343,Positive,
25777343,Positive,
25777343,Positive,
25777343,Positive,
25777343,Positive,
25777343,Positive,
25568348,Positive,
25589627,Positive,3
25589627,Positive,12
25589627,Positive,12
25589627,Positive,7
25589627,Positive,6
25589627,Positive,16
25589627,Positive,13
25589627,Positive,6
25589627,Positive,7
25589627,Positive,6
25589627,Positive,7
25589627,Positive,5
25589627,Positive,13
25589627,Positive,11
25589627,Positive,4
25589627,Positive,10
25589627,Positive,9
25589627,Positive,
25589627,Positive,
25589627,Positive,
25589627,Positive,
25589627,Positive,
25589627,Positive,4
25589627,Positive,2
25589627,Positive,4
25589627,Positive,
25589627,Positive,
25880101,Positive,90
25880101,Positive,44
25880101,Positive,90
25880101,Positive,
25992863,Positive,4
25992863,Positive,5
25992863,Positive,5
25992863,Positive,5
25992863,Positive,5
25992863,Positive,6
25992863,Positive,10
25992863,Positive,2
25992863,Positive,4
25992863,Positive,2
25992863,Positive,3
25992863,Positive,3
25992863,Positive,4
25992863,Positive,
25992863,Positive,
25992863,Positive,
25992863,Positive,
25992863,Positive,
25992863,Positive,
25992863,Positive,
25992863,Positive,
25992863,Positive,
25992863,Positive,
25992863,Positive,
25992863,Positive,
25992863,Positive,4
25992863,Positive,
25992863,Positive,
25992863,Positive,
25992863,Positive,
25992863,Positive,
22343629,Positive,
22343629,Positive,
22343629,Positive,
22343629,Positive,
25992863,Positive,4
25992863,Positive,5
25992863,Positive,4
25992863,Positive,4
25992863,Positive,4
25992863,Positive,4
25992863,Positive,5
25992863,Positive,5
25992863,Positive,5
25992863,Positive,6
25992863,Positive,5
25992863,Positive,5
25992863,Positive,4
25992863,Positive,
25817044,Positive,
25646888,Positive,
25646888,Positive,
25646888,Positive,
25646888,Positive,
25646888,Positive,
26082783,Positive,2
26061065,Positive,2
26061065,Positive,2
26061065,Positive,2
26061065,Positive,2
26061065,Positive,2
25499803,Positive,
25499803,Positive,
25499803,Positive,
25499803,Positive,
25499803,Positive,
25499803,Positive,
25720337,Positive,
25720337,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
25720337,Positive,3
25720337,Positive,3
26113847,Positive,
26113847,Positive,
26113847,Positive,
26113847,Positive,
26113847,Positive,
26113847,Positive,
26113847,Positive,
26113847,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,
26107956,Positive,5
26107956,Positive,
26107956,Positive,2
26107956,Positive,
26107956,Positive,
22322005,Positive,
22322005,Positive,
22322005,Positive,
22322005,Positive,
22322005,Positive,
22322005,Positive,
22322005,Positive,
22322005,Positive,
22322005,Positive,
22322005,Positive,
22322005,Positive,
22322005,Positive,
25838392,Positive,
25838392,Positive,
25838392,Positive,
25838392,Positive,
25838392,Positive,
25838392,Positive,
25838392,Positive,
22403718,Positive,2
22403718,Positive,1
22403718,Positive,3
22403718,Positive,2
22403718,Positive,1
22403718,Positive,1
26181057,Positive,
26041301,Positive,109
26041301,Positive,
26041301,Positive,
26041301,Positive,
26041301,Positive,
26041301,Positive,
26041301,Positive,
26041301,Positive,
26041301,Positive,15
26041301,Positive,14
26041301,Positive,12
26041301,Positive,14
26041301,Positive,
26041301,Positive,
26041301,Positive,
26041301,Positive,
25339770,Positive,2
25339770,Positive,2
25339770,Positive,1
25339770,Positive,1
25339770,Positive,1
25339770,Positive,2
25339770,Positive,2
25339770,Positive,1
25339770,Positive,1
25339770,Positive,1
26181057,Positive,
26181057,Positive,4
26181057,Positive,
26028505,Positive,
26028505,Positive,
26028505,Positive,
26028505,Positive,
26028505,Positive,
26028505,Positive,
26028505,Positive,
26028505,Positive,
26028505,Positive,
26028505,Positive,
26028505,Positive,
26028505,Positive,
26028505,Positive,
26028505,Positive,
26028505,Positive,
26028505,Positive,
26028505,Positive,
26028505,Positive,
26028505,Positive,
26028505,Positive,
26028505,Positive,
26028505,Positive,
26028505,Positive,
26028505,Positive,1
26181057,Positive,
26028505,Positive,
26028505,Positive,
26261890,Positive,
26261890,Positive,
26261890,Positive,
26261890,Positive,
26261890,Positive,
26261890,Positive,
26210043,Positive,2
26210043,Positive,2
26210043,Positive,1
26210043,Positive,1
26429982,Positive,
26429982,Positive,
26429982,Positive,
